code,Z_score
GM1680,NaN
GM0358,NaN
GM0197,2.81289764989575
GM0059,0.18962376266972
GM0482,-0.569932911565416
GM0613,NaN
GM0361,-4.11379944477395
GM0141,1.87198342389714
GM0034,-3.20205208639309
GM1723,NaN
GM0484,-1.31073113657942
GM1959,-0.402391194732469
GM0307,-1.84675441105303
GM0362,-2.39356815214364
GM0363,-3.20863563931735
GM0200,0.758779132553064
GM0202,1.00926617622041
GM0106,0.0755129254952015
GM0743,NaN
GM0744,1.43726985655232
GM0308,-1.86105662799716
GM0489,-0.261140077375409
GM0203,-1.51047699826528
GM0888,4.13812428399076
GM1954,4.02206118553108
GM0889,2.75554819113439
GM1945,NaN
GM1724,3.21251362739699
GM0893,3.55051084452437
GM0373,-3.41017187897536
GM0748,-0.0606236379003532
GM1859,2.14878139387245
GM1721,1.66008402139638
GM0753,2.70064051392146
GM0209,0.947912786349711
GM0375,-3.44522171304384
GM1728,2.58786555575423
GM0376,NaN
GM0377,-3.10487957740773
GM1901,-0.203472984512715
GM0755,2.26311601077814
GM1681,NaN
GM0147,1.9889507173253
GM0654,-0.150903151804476
GM0757,1.13865152699874
GM0758,0.0910446172854764
GM1876,1.56199560117701
GM0213,1.37563115914185
GM0899,3.8489323651461
GM0312,-0.394769251650558
GM0313,-0.78609033751309
GM0214,-0.872452157635028
GM0502,NaN
GM0383,-3.2267608350152
GM0109,0.866415147064159
GM1706,2.86890498226393
GM0216,-0.364860893880779
GM0148,0.582715604420498
GM1891,-0.139364269357281
GM0310,-1.29637226196934
GM1940,-1.50887747816718
GM0736,-1.94020768983039
GM1690,0.876001943097192
GM0503,-1.22716620115899
GM0400,-2.35898959615759
GM0762,3.91589724485455
GM0150,NaN
GM0384,-2.55601167539266
GM1980,NaN
GM1774,NaN
GM0221,1.79991690160481
GM0222,2.45803424190459
GM0766,0.738600325625644
GM0505,-0.486465479168924
GM0498,NaN
GM1719,-0.597362181629404
GM0303,-1.43511422576493
GM0225,0.526526761263188
GM0226,1.56159466224988
GM1711,3.10386776540104
GM0385,-4.26364030418857
GM0228,0.143963727352898
GM0317,-2.46611641077235
GM1979,1.31438345687333
GM0770,NaN
GM1903,4.29856206152717
GM0772,2.84327541768168
GM0230,-0.793769076387814
GM0114,1.24434703189672
GM0388,-3.40360868911992
GM0153,2.14130384530083
GM0232,0.86174547346251
GM0233,-1.55408378600217
GM0777,NaN
GM0779,NaN
GM1771,3.3387933204267
GM1652,2.45360030402241
GM0907,NaN
GM0784,0.788201091601312
GM1924,-1.34367461853888
GM0664,0.775015371249996
GM0785,0.0899471681597953
GM1942,-2.11159606431009
GM0512,-0.496143392360469
GM0513,-0.652852053471158
GM0518,-1.45997016619208
GM0014,0.541811769638955
GM1729,4.32338909908425
GM0158,NaN
GM0392,NaN
GM0394,-2.79203077636886
GM1655,-0.422927126522146
GM0160,1.08537829765171
GM0243,-1.59269168956139
GM0523,-0.283329538751968
GM0072,-1.47841514459436
GM0244,0.601182562945051
GM0396,-3.26486129203428
GM0397,-3.09444751116315
GM0246,NaN
GM0074,-0.99762616576332
GM0917,3.91183180516719
GM1658,NaN
GM0399,-3.31579002238307
GM0163,1.29603931031557
GM0794,2.46178042966839
GM0531,NaN
GM0164,NaN
GM0796,0.498097329335527
GM1966,0.436612236013618
GM0252,2.30381649587009
GM0797,0.561841692090866
GM0534,-3.32099269913183
GM0798,NaN
GM0402,NaN
GM1963,-1.0912484312888
GM1735,2.02468519691681
GM1911,-2.94472640662912
GM0118,0.398156718711036
GM0405,NaN
GM1507,NaN
