code,Z_score
GM0034,-6.65552870363888
GM0050,-6.45795185100739
GM0072,-2.96032158993756
GM0093,0.182158807542402
GM0166,-4.90414357778275
GM0171,-5.80441117242786
GM0184,-5.85376336121607
GM0230,-3.81867049291496
GM0233,-6.41400805215614
GM0243,-6.29695224340402
GM0267,-6.6735542496024
GM0269,-3.49867887539139
GM0273,-6.52885852281657
GM0302,-5.12187469515372
GM0303,-5.17140310142006
GM0313,-6.81878083127028
GM0317,-6.95920165564404
GM0363,-7.27996297760247
GM0373,-3.03481238945412
GM0375,-4.64551466848989
GM0376,-7.1108561459677
GM0377,-4.10768004697738
GM0383,-4.44713707849264
GM0384,-7.09677697081583
GM0385,-6.88029391945506
GM0388,-5.29384060117597
GM0396,-4.47366460089978
GM0400,-2.07461661080992
GM0405,-5.66980375251386
GM0406,-7.11650409694499
GM0420,-5.30249092268299
GM0441,-2.47537858495321
GM0448,-2.83705784354176
GM0453,-4.36636997346244
GM0473,-5.25696280214195
GM0498,-5.25378826097971
GM0505,-2.98424512124447
GM0518,-2.9568489897196
GM0532,-4.79582608240815
GM0537,-3.21476994040342
GM0575,-4.1642661740549
GM0599,-1.78856104386758
GM0629,-2.35803667870083
GM0654,0.38987202550629
GM0664,0.167946878051552
GM0677,0.408619042916987
GM0678,-0.0126248605085255
GM0687,0.468943999484847
GM0703,0.13095090820224
GM0715,0.621194929132001
GM0716,-0.656005725252889
GM0717,-0.283045555931812
GM0718,-0.328509566705695
GM0851,-1.61221139864206
GM0852,-6.70713163518379
GM0995,-5.47238181276845
GM1598,-5.59035567621235
GM1676,-0.345705445042687
GM1695,0.0881725051783246
GM1708,-3.83733647011067
GM1709,-2.66511940193869
GM1714,-0.362178860594319
GM1783,-1.7213538801939
GM1895,2.91096833261642
GM1896,-3.91679180697025
GM1900,-3.9798500485692
GM1911,-3.23720659136145
GM1924,-1.52670076716329
GM1930,-2.2229421868232
GM1940,-5.67859618351343
GM1942,-7.02158592237353
GM1949,0.407782469933402
GM1963,-2.7565448521615
GM1966,2.15443712851484
GM1969,2.30461407136812
GM1970,1.49145893915994
GM1979,2.84137295757221
GM0014,2.77617139293665
GM0034,-7.09579940777313
GM0037,2.89394714487242
GM0047,2.72675478898809
GM0050,-6.34017745530885
GM0059,1.63195249145061
GM0072,-1.84043304472951
GM0074,-2.10491518581236
GM0080,-0.548484086944156
GM0085,0.17739578212454
GM0086,-0.573675436342922
GM0090,-0.80229030709989
GM0093,0.0990061543967439
GM0098,-2.13378526187266
GM0106,1.24421758371334
GM0109,1.96162584605788
GM0114,2.52761019099658
GM0118,0.463442162058755
GM0119,-1.30283596334098
GM0141,2.46466864745725
GM0147,2.5056817304906
GM0148,-0.735108045356919
GM0150,-1.14167082204619
GM0153,3.58364124118822
GM0158,3.50867261152708
GM0160,1.32640996572462
GM0163,1.41082136710899
GM0164,3.02151711530994
GM0166,-3.68516645698515
GM0168,2.60576947469679
GM0171,-5.5609886685401
GM0173,2.84004618112518
GM0175,0.493493035829071
GM0177,-0.047112814735643
GM0180,-1.43446405219398
GM0183,2.15765724793011
GM0184,-5.63936355448267
GM0189,1.97476604322472
GM0193,-2.16689626166088
GM0197,3.29653852433308
GM0200,-1.85596428570449
GM0202,-0.578350944282082
GM0203,-4.76491206462914
GM0209,-1.12318500795461
GM0213,-0.6486359586783
GM0214,-4.30473033593711
GM0216,-4.6789957217628
GM0221,0.497178460925008
GM0222,2.38530800192515
GM0225,-1.84349341975915
GM0226,0.101511640923188
GM0228,-2.08025030987545
GM0230,-3.6918057355964
GM0232,-2.11148695398898
GM0233,-5.65199660010574
GM0243,-5.5643318390384
GM0244,-2.65572122293082
GM0246,-1.57641478398174
GM0252,0.958536358942865
GM0262,0.613771939290629
GM0263,-2.43220300595741
GM0267,-6.68102238961232
GM0268,-0.453210307958901
GM0269,-2.8589115379623
GM0273,-6.27221079281831
GM0274,-1.2749129984403
GM0275,0.0013498532377388
GM0279,-4.50603147936406
GM0281,-3.76225719602802
GM0285,-0.735049148468769
GM0289,-2.11735817089195
GM0293,0.66171866672899
GM0294,3.63201014368477
GM0296,-1.07252190461249
GM0297,-3.4410380302707
GM0299,1.19353765614454
GM0301,-0.375298870669103
GM0302,-4.23809520851242
GM0303,-4.76705775279622
GM0307,-6.21389596046338
GM0308,-6.87111565747495
GM0310,-6.09131008747243
GM0312,-4.92721839800363
GM0313,-6.2919094966818
GM0317,-6.91481151233487
GM0321,-4.7917356402882
GM0327,-5.43165535669888
GM0331,-4.26568497525752
GM0335,-4.67577379175434
GM0340,-3.12595410444428
GM0342,-6.41789386398511
GM0344,-5.399944780933
GM0345,-3.20581348453302
GM0351,-4.62641804087378
GM0352,-4.81618441193086
GM0353,-4.74868535113949
GM0355,-5.24857523314438
GM0356,-5.16446634787708
GM0358,-6.23160099939397
GM0361,-5.34572776314457
GM0362,-6.53653214865799
GM0363,-7.10654559220837
GM0373,-3.4229490239421
GM0375,-5.42160178438392
GM0376,-6.6532137815085
GM0377,-5.51367137971076
GM0383,-4.69637423175645
GM0384,-7.1137540866388
GM0385,-6.92717218770604
GM0388,-5.41239922774823
GM0392,-5.88751054643286
GM0394,-6.14917947471152
GM0396,-4.84115891774506
GM0397,-6.21215710073304
GM0399,-4.41410714059474
