code,Z_score
GM1680,NaN
GM0358,NaN
GM0197,1.90890574976302
GM0059,-0.432277911043595
GM0482,-1.04838803132349
GM0613,NaN
GM0361,-3.20205462273337
GM0141,1.3913169292777
GM0034,-3.2000661999232
GM1723,NaN
GM0484,-3.01396604341803
GM1959,-1.00966584036166
GM0307,-2.41693475722018
GM0362,-3.10876051044562
GM0363,-3.888345862776
GM0200,0.158651550027591
GM0202,-0.271231027922894
GM0106,-0.40148482025811
GM0743,NaN
GM0744,-0.803824046512963
GM0308,-2.26985618723387
GM0489,-1.2682457685764
GM0203,-1.19887466108416
GM0888,4.84626292668246
GM1954,4.62188217752938
GM0889,3.20599595022134
GM1945,NaN
GM1724,2.63045593480256
GM0893,4.42939276667947
GM0373,-3.07662826460887
GM0748,-0.282862697451125
GM1859,2.13657510658671
GM1721,1.15756639008092
GM0753,1.2095466574356
GM0209,0.12950707133358
GM0375,-3.31435774850271
GM1728,2.23234554560583
GM0376,NaN
GM0377,-3.19999676099882
GM1901,-2.07844356475047
GM0755,2.08614687563775
GM1681,NaN
GM0147,1.99607174566016
GM0654,0.551240901751256
GM0757,-0.291177182384812
GM0758,-0.570845017462151
GM1876,1.12833886556243
GM0213,0.63980210188851
GM0899,4.36457046681188
GM0312,-1.74635758219659
GM0313,NaN
GM0214,-0.305322779931978
GM0502,NaN
GM0383,-3.20860597037896
GM0109,0.725830142474147
GM1706,3.90382425429535
GM0216,-1.00365273175936
GM0148,1.09505022463827
GM1891,-0.878030801077326
GM0310,-1.90924907583515
GM1940,0.047822718075013
GM0736,-2.70741962401968
GM1690,-0.276471869578529
GM0503,-2.16148370257664
GM0400,-2.47506890135898
GM0762,4.12963628048003
GM0150,NaN
GM0384,-3.21045328800126
GM1980,NaN
GM1774,NaN
GM0221,0.464827926198982
GM0222,0.679809985901283
GM0766,-0.44220079519978
GM0505,-2.19757963782716
GM0498,NaN
GM1719,-1.95057738429442
GM0303,-0.552195969172842
GM0225,-0.0121516745148431
GM0226,0.687992981387093
GM1711,3.5432757556995
GM0385,-3.41633508430277
GM0228,-0.371252869760162
GM0317,-2.16680404623504
GM1979,0.896534564323313
GM0770,NaN
GM1903,5.30984761507903
GM0772,1.75952765654064
GM0230,-0.743279918843966
GM0114,0.778686354823292
GM0388,-1.91506396287309
GM0153,1.76357649010784
GM0232,0.125073378478847
GM0233,-2.02491465457323
GM0777,NaN
GM0779,NaN
GM1771,2.79409988330013
GM1652,3.2161430572682
GM0907,NaN
GM0784,-0.823586955826384
GM1924,-1.20400403761009
GM0664,-0.0828310003550753
GM0785,-0.736946327830962
GM1942,-2.75899544288675
GM0512,-1.68177929526049
GM0513,-1.95823422488766
GM0518,-2.56714552806713
GM0014,0.610747708408107
GM1729,4.72977596809405
GM0158,NaN
GM0392,NaN
GM0394,-3.58824722816317
GM1655,-1.37497529797403
GM0160,1.05128108073919
GM0243,-1.53596344107961
GM0523,-1.92245513129831
GM0072,-0.297750196203004
GM0244,0.215396992222458
GM0396,-3.07357223096202
GM0397,-3.36426451315834
GM0246,NaN
GM0074,-0.330543366740758
GM0917,4.29925110882978
GM1658,NaN
GM0399,-3.19659058447967
GM0163,1.31940867334396
GM0794,2.44818083038389
GM0531,NaN
GM0164,NaN
GM0796,-0.17959102002956
GM1966,0.875794771092173
GM0252,1.57061043389655
GM0797,-0.111591623072778
GM0534,-3.69537502756253
GM0798,NaN
GM0402,NaN
GM1963,-1.68990478728322
GM1735,1.29272142093157
GM1911,-2.01012404465798
GM0118,0.47652175296564
GM0405,NaN
GM1507,NaN
