code,Z_score
GM1680,NaN
GM0358,NaN
GM0197,3.23123987676521
GM0059,-0.252811836780614
GM0482,0.510045165680308
GM0613,NaN
GM0361,-3.86278744950549
GM0141,1.1862991395971
GM0034,-2.84172515787779
GM1723,NaN
GM0484,-1.66374393239341
GM1959,-0.513088012827618
GM0307,-2.27505954290437
GM0362,-2.52743543679078
GM0363,-3.64643715849768
GM0200,0.610046561491433
GM0202,0.480284056898516
GM0106,0.244198485661642
GM0743,NaN
GM0744,-0.0291284116040772
GM0308,-1.46064526991429
GM0489,0.0319083730363072
GM0203,-0.453388776636293
GM0888,4.16615903139622
GM1954,4.16545645937714
GM0889,2.49777221927417
GM1945,NaN
GM1724,2.89837811619047
GM0893,4.22192379699843
GM0373,-3.38039121450671
GM0748,-0.179056544202706
GM1859,3.44405286996475
GM1721,1.08680612006153
GM0753,2.35581289454646
GM0209,0.749559952451442
GM0375,-3.25878110714958
GM1728,2.66442506692188
GM0376,NaN
GM0377,-2.99840550852531
GM1901,-0.489530588970363
GM0755,2.74650194600034
GM1681,NaN
GM0147,1.97467608432836
GM0654,-0.33971488258836
GM0757,0.64279931656178
GM0758,-0.171985939737631
GM1876,1.63131523537195
GM0213,1.03208074879727
GM0899,4.29257391769499
GM0312,-1.0115239453042
GM0313,NaN
GM0214,-0.057720215860068
GM0502,NaN
GM0383,-3.91061564092181
GM0109,1.16523934112544
GM1706,3.53821679814731
GM0216,-1.11883047843606
GM0148,1.08482914083375
GM1891,-0.261923639297284
GM0310,-0.745894714956701
GM1940,-1.56282664399836
GM0736,-1.95084036141151
GM1690,0.283510531876828
GM0503,-0.313844955661114
GM0400,-2.85635386581101
GM0762,3.7004518315572
GM0150,NaN
GM0384,-3.10838470648942
GM1980,NaN
GM1774,NaN
GM0221,1.77666587655677
GM0222,2.08269430591816
GM0766,-0.417874415025413
GM0505,-0.750357801244978
GM0498,NaN
GM1719,-1.03504391812686
GM0303,-0.954627011409371
GM0225,0.500745807323399
GM0226,2.20563663145133
GM1711,2.84191628995351
GM0385,-4.32425045818788
GM0228,-0.00171923083517261
GM0317,-1.74413172325705
GM1979,1.50104027729386
GM0770,NaN
GM1903,4.73957367520964
GM0772,2.553405083711
GM0230,-1.08778926110875
GM0114,1.231899370754
GM0388,-3.62454905058522
GM0153,2.58999590930091
GM0232,0.0483230554868856
GM0233,-1.61509004471169
GM0777,NaN
GM0779,NaN
GM1771,3.47630462088498
GM1652,3.33914789275386
GM0907,NaN
GM0784,-0.402981970761908
GM1924,-0.513897499084189
GM0664,-0.168080712979036
GM0785,0.0693790443826439
GM1942,-2.66530351231169
GM0512,-0.509809158564106
GM0513,-0.223281139581703
GM0518,-1.13229148028468
GM0014,0.81035990089169
GM1729,4.47775928067755
GM0158,NaN
GM0392,NaN
GM0394,-2.90935280380754
GM1655,-0.95163446606337
GM0160,1.30348347260843
GM0243,-1.10686689365079
GM0523,-0.379860061727241
GM0072,-0.996306123845236
GM0244,-0.213123809832107
GM0396,-3.36251902279791
GM0397,-3.17419517761748
GM0246,NaN
GM0074,-0.998926973791322
GM0917,4.08318965442432
GM1658,NaN
GM0399,-4.11965475679127
GM0163,1.38962339472747
GM0794,3.2527852095914
GM0531,NaN
GM0164,NaN
GM0796,0.199390043510115
GM1966,0.18032648032121
GM0252,2.49950450252839
GM0797,0.471593970017453
GM0534,-2.66886929846276
GM0798,NaN
GM0402,NaN
GM1963,-0.345585639818941
GM1735,1.65119560918872
GM1911,-2.67930973094417
GM0118,0.998867676868666
GM0405,NaN
GM1507,NaN
